query_id,job_id,rank,score
57,3034,2,20.446724
57,53409,3,18.637732
57,52721,4,17.96842
57,1679,5,17.510462
57,28674,6,17.284477
57,54219,7,17.05302
57,54813,8,16.260464
57,1758,9,15.847889
57,7011,10,15.5427685
58,13733,1,25.385742
58,25809,2,24.172876
58,21063,3,23.656754
58,30683,4,22.768007
58,31084,5,21.848257
58,20998,6,21.514439
58,25783,7,21.48606
58,30104,8,21.48606
58,30105,9,21.48606
58,13782,10,21.44498
59,10548,1,13.474058
59,10324,2,13.474058
59,10046,3,13.474058
59,8503,4,13.474058
59,9043,5,13.474058
59,8941,6,13.474058
59,8954,7,13.474058
59,7710,8,13.474058
59,8085,9,13.474058
59,7776,10,13.474058
60,51496,1,21.569977
60,53728,2,19.642178
60,35020,3,17.539003
60,20807,4,17.215347
60,37945,5,16.12786
60,37393,6,16.12786
60,50181,7,16.12786
60,52510,8,14.686445
60,52651,9,14.686445
60,52749,10,14.686445
61,43279,1,23.82359
61,45719,2,13.619541
61,7889,3,13.149583
61,7977,4,13.149583
61,10586,5,13.149583
61,10591,6,13.149583
61,10264,7,13.149583
61,10788,8,13.149583
61,10635,9,13.149583
61,10631,10,13.149583
62,10394,1,20.973223
62,18423,2,20.973223
62,5161,3,20.396746
62,13916,4,20.097832
62,42079,5,18.838472
62,8242,6,18.623821
62,20911,7,18.623821
62,1232,8,18.623821
62,1604,9,18.623821
62,3542,10,18.623821
63,421,1,20.355932
63,7235,2,19.96041
63,54265,3,17.488173
63,45572,4,17.488173
63,49505,5,16.883678
63,4300,6,16.657257
63,56074,7,15.529163
63,52109,8,14.974581
63,22233,9,14.533905
63,28013,10,14.533905
64,21154,1,26.414352
64,128,2,24.371014
64,44102,3,23.803576
64,11527,4,17.825428
64,55141,5,17.216084
64,27731,6,15.911295
64,58145,7,15.034706
64,31103,8,14.527184
64,6684,9,13.988476
64,16466,10,13.673699
65,37143,1,19.222002
65,37349,2,15.409379
65,43900,3,15.289343
65,32302,4,14.302944
65,32895,5,13.344754
65,7887,6,13.203175
65,7892,7,13.203175
65,7996,8,13.203175
65,10452,9,13.203175
65,10507,10,13.203175
66,14404,1,22.992098
66,8327,2,19.708992
66,26983,3,19.45541
66,15312,4,19.193802
66,27533,5,18.46333
66,16674,6,17.936146
66,34728,7,17.818562
66,34729,8,17.818562
66,21581,9,17.695465
66,4754,10,17.267933
67,11149,1,28.115427
67,20802,2,25.542418
67,17322,3,25.542418
67,17926,4,24.408392
67,8191,5,22.122787
